airport_ident,le_ident,le_lat,le_lon,le_heading_deg,he_ident,he_lat,he_lon,he_heading_deg,length_ft,width_ft,surface,closed
YIFL,14,-17.5542,146.007,141.0,32,-17.5637,146.015,321.0,4439,98,ASP,0
YIFY,12,,,,30,,,,2887,,C,0
YIGM,05,-18.6683,146.139,58.0,23,-18.6609,146.1513,238.0,5006,98,ASP,0
YIGR,09,,,,27,,,,2624,,S,0
YIGR,14,,,,32,,,,2296,,S,0
YIKL,17,,,,35,,,,4593,,N,0
YIKM,17,,,,35,,,,3018,,N,0
YILA,02,,,,20,,,,3280,,G,0
YILT,09,,,,27,,,,2296,,G,0
YILW,08,,,,26,,,,2998,,G,0
YIMA,14,,,,32,,,,3018,,X,0
YIMB,03,,,,21,,,,5183,,ASP,0
YIMB,15,,,,33,,,,4288,,S,0
YIMP,05,,,,23,,,,4757,,S,0
YING,04,,,,22,,,,3608,,G,0
YINJ,14,,,,32,,,,3956,,N,0
YINN,02,,,,20,,,,4071,,C,0
YINO,09,,,,27,,,,3280,,X,0
YINV,07,,,,25,,,,6561,,X,0
YINV,18,,,,36,,,,3280,,X,0
YISD,09,,,,27,,,,3280,,X,0
YISF,14,-24.2541,144.4207,148.0,32,-24.2646,144.4278,328.0,4498,100,COP,0
YISV,10,,,,28,,,,3805,,C,0
YITT,14,,,,32,,,,2986,,GVL,0
YIVL,04,-29.8925,151.1378,51.0,22,-29.8893,151.144,231.0,2297,60,GRS,0
YIVL,16,-29.8786,151.143,170.0,34,-29.8974,151.147,350.0,6936,98,ASP,0
YIVO,09,,,97.8,27,,,277.8,3343,100,CLA,0
YIVO,16,-32.8813,144.3105,173.0,34,-32.8924,144.3121,353.0,4088,60,ASP,0
YJAB,09,-12.6575,132.888,95.0,27,-12.6586,132.901,275.0,4670,100,PER,0
YJAK,17,,,,35,,,,5905,,B,0
YJAM,01,,,,19,,,,5249,,X,0
YJBY,08,-35.1453,150.6882,94.0,26,-35.1464,150.7042,274.0,4800,150,ASP,0
YJBY,15,-35.1417,150.6949,166.0,33,-35.1549,150.6996,346.0,5000,150,ASP,0
YJCO,01,,,,19,,,,2385,,G,0
YJDA,01,,,,19,,,,4498,,X,0
YJEM,01,,,,19,,,,1968,,G,0
YJEM,09,,,,27,,,,2952,,G,0
YJER,01,,,,19,,,,3700,,B,0
YJEY,07,,,,25,,,,2952,,N,0
YJGP,14,,,,32,,,,5249,,X,0
YJIG,14,,,,32,,,,4593,,X,0
YJIN,10,,,,28,,,,2854,,G,0
YJIN,12,,,,30,,,,3280,,G,0
YJLC,10,-20.6664,141.712,107.0,28,-20.6701,141.725,287.0,4600,98,ASP,0
YJNB,02,,,,20,,,,4265,,B,0
YJNK,15,,,,33,,,,3937,,N,0
YJNY,06,,,,24,,,,4921,,N,0
YJRO,18,,,,36,,,,3280,,N,0
YJST,16,,,,34,,,,3937,,N,0
YJUK,15,,,,33,,,,5249,,X,0
YJUN,08,,,,26,,,,6889,,N,0
YJVM,17,,,,35,,,,3937,,X,0
YJVS,14,,,,32,,,,3205,,N,0
YJWB,03,,,,21,,,,3280,,G,0
YKAE,14,,,,32,,,,3937,,XUG,0
YKAJ,15,,,,33,,,,2296,,N,0
YKAL,05,,,,23,,,,3418,,S,0
YKAL,10,,,,28,,,,3126,,N,0
YKAN,10,,,,28,,,,3937,,C,0
YKAN,18,,,,36,,,,3937,,C,0
YKAP,04,,,,22,,,,2099,,G,1
YKAP,15,,,,33,,,,1968,,G,0
YKAR,12,,,,30,,,,4593,,ASP,0
YKAT,06,,,,24,,,,2952,,N,0
YKAY,01,,,,19,,,,3937,,C,0
YKAY,12,,,,30,,,,4593,,C,0
YKBA,14,,,134.0,32,,,314.0,6890,,,0
YKBG,12,,,,30,,,,3280,,X,0
YKBL,16,,,,34,,,,3576,,X,0
YKBN,12,,,,30,,,,4593,,B,0
YKBR,18,-27.685,114.2593,181.0,36,-27.6994,114.2592,1.0,5246,60,ASP,0
YKBY,05,-32.8445,134.294,52.0,23,-32.8402,134.3,232.0,2559,59,GVL,0
YKBY,13,-32.8326,134.287,130.0,31,-32.8403,134.298,310.0,4432,59,ASP,0
YKCA,12,,,,30,,,,4908,,N,0
YKCK,09,,,,27,,,,4593,,G,0
YKCS,10,,,,28,,,,5029,,X,0
YKDD,12,,,116.0,30,,,296.0,7612,148,ASP,0
YKDI,05,,,,23,,,,3937,,B,0
YKDL,04,,,,22,,,,3280,,N,0
YKDL,17,,,,35,,,,4265,,N,0
YKDM,07,,,,25,,,,3605,,X,0
YKDN,18,,,,36,,,,3608,,X,0
YKEB,11,,,,29,,,,3280,,X,0
YKEN,07,,,,25,,,,2998,,S,0
YKER,05,-35.7527,143.939,59.0,23,-35.7495,143.946,239.0,2267,60,GVL,0
YKER,14,-35.7479,143.934,149.0,32,-35.7561,143.94,329.0,3501,60,ASP,0
YKGA,04,,,,22,,,,3904,,X,0
YKGA,14,,,,32,,,,5216,,X,0
YKHA,13,,,,31,,,,4937,,G,0
YKHG,17,,,,35,,,,5577,,X,0
YKID,03,,,,21,,,,4101,,N,0
YKIG,02,,,,20,,,,3248,,B,0
YKII,06,-39.8779,143.879,74.0,24,-39.8758,143.888,254.0,2626,98,GVL,0
YKII,10,-39.8734,143.87,115.0,28,-39.8794,143.887,295.0,5198,98,ASP,0
YKII,17,-39.8728,143.885,185.0,35,-39.8828,143.884,5.0,3632,98,COM,0
YKIL,16,,,,34,,,,3474,,C,0
YKIU,04,,,,22,,,,4002,,N,0
YKKG,03,-17.433,130.807,33.0,21,-17.4235,130.813,213.0,4101,98,ASP,0
YKKG,13,-17.4334,130.808,134.0,31,-17.4394,130.814,314.0,3038,60,GVL,0
YKKH,16,,,,34,,,,4265,,N,0
YKLA,07,,,,25,,,,2296,,C,0
YKLB,08,,,,26,,,,3280,,G,0
YKLC,11,-16.1213,123.7262,114.0,29,-16.129,123.744,294.0,6890,98,ASP,0
YKLG,05,,,,23,,,,3280,,G,0
YKLL,08,,,,26,,,,3280,,C,0
YKLL,16,,,,34,,,,3280,,C,0
YKLN,15,,,,33,,,,3280,,G,0
YKLR,17,,,,35,,,,2624,,N,0
YKMB,03,,,,21,,,,4169,,S,0
YKML,14,,,,32,,,,5275,,C,0
YKMP,04,-31.0765,152.758,54.0,22,-31.0679,152.772,234.0,5413,98,ASP,0
YKMP,16,-31.0688,152.769,170.0,34,-31.0744,152.77,350.0,2014,60,GRS,0
YKNG,06,,,,24,,,,4921,,X,0
YKNG,07,,,,25,,,,,,UNK,0
YKNM,05,,,,23,,,,3280,,N,0
YKNM,09,,,,27,,,,2952,,N,0
YKNP,12,,,,30,,,,4265,,UG,0
YKNT,10,,,,28,,,,4429,,X,0
YKNV,06,,,,24,,,,1797,,X,0
YKOG,08,,,,26,,,,2952,,N,0
YKOJ,17,,,,35,,,,4265,,X,0
YKOK,13,,,,31,,,,3280,,C,0
YKOL,17,,,,35,,,,2952,,C,0
YKOW,12,-15.4824,141.747,120.0,30,-15.4886,141.758,300.0,4528,98,ASP,0
YKPR,11,,,,29,,,,4921,,N,0
YKRV,18,,,,36,,,,3280,,N,0
YKRY,05,-26.5855,151.836,65.0,23,-26.5806,151.848,245.0,4275,98,GRS,0
YKRY,16,-26.5725,151.838,168.0,34,-26.5866,151.841,348.0,5249,98,ASP,0
YKSC,01,-35.7236,137.5217,22.0,19,-35.7084,137.529,202.0,4600,98,ASP,0
YKSC,06,-35.7149,137.517,67.0,24,-35.7108,137.528,247.0,3720,98,GVL,0
YKSC,15,-35.7093,137.5179,157.0,33,-35.7203,137.524,337.0,3819,98,GVL,0
YKTH,18,,,,36,,,,3937,,N,0
YKTN,09,,,,27,,,,2165,,G,0
YKTN,18,,,,36,,,,2329,,X,0
YKUB,11,-10.2245,142.2156,113.0,29,-10.2282,142.2239,293.0,3281,60,PER,0
YKUR,16,-20.5055,134.6688,,34,-20.5142,134.6721,,2936,289,Dirt,0
YKUW,09,,,,27,,,,3018,,G,0
YKUW,18,,,,36,,,,1978,,G,0
YKUY,18,,,,36,,,,3280,,C,0
YKWG,18,,,,36,,,,3608,,C,0
YKYB,09,,,,27,,,,2998,,G,0
YKYB,18,,,,36,,,,1797,,G,0
YKYN,02,,,,20,,,,3149,,N,0
YLAG,03,,,,21,,,,2034,,G,0
YLAH,04,,,,22,,,,4002,,X,0
YLAM,02,,,,20,,,,2952,,C,0
YLAN,16,,,,34,,,,2296,,N,0
YLAN,18,,,,36,,,,1968,,N,0
YLAO,09,,,,27,,,,2952,,G,0
YLAO,18,,,,36,,,,1968,,G,0
YLAW,10,,,,28,,,,6562,,X,0
YLBD,10,,,,28,,,,3937,,X,0
YLBG,08,,,,26,,,,3937,,S,0
YLCG,06,,,,24,,,,3937,,X,0
YLCG,12,,,,30,,,,2887,,C,0
YLDB,07,,,,25,,,,4265,,X,0
YLDO,01,,,,19,,,,4921,,N,0
YLEA,03,,,,21,,,,3937,56,Dirt,0
YLEA,13,,,,31,,,,3280,,S,0
YLEC,02,-30.6037,138.42,30.0,20,-30.5942,138.427,210.0,3999,59,BIT,0
YLEC,11,-30.5957,138.424,121.0,29,-30.6036,138.44,301.0,5610,98,ASP,0
YLED,10,-37.9203,144.0974,,28,-37.9235,144.11,,3608,39,Sealed bitumen,0
YLED,16,-37.9165,144.1,,34,-37.9259,144.1019,,3444,62,G,0
YLEE,04,,,,22,,,,4921,,N,0
YLEG,04,-38.4991,145.857,47.0,22,-38.4927,145.8656,227.0,3032,59,PER,0
YLEG,18,-38.4933,145.8611,188.0,36,-38.4993,145.86,8.0,2195,59,GVL,0
YLEO,04,-28.8891,121.306,37.0,22,-28.8745,121.318,217.0,6621,98,ASP,0
YLEO,12,-28.875,121.308,133.0,30,-28.8822,121.317,313.0,3740,98,GVL,0
YLET,08,,,,26,,,,2952,,G,0
YLEV,08,-12.4984,135.802,85.4,26,-12.4977,135.811,265.4,3494,60,PER,0
YLFD,05,,,,23,,,,3280,,X,0
YLGA,08,,,,26,,,,3608,,N,0
YLGA,16,,,,34,,,,2296,,N,0
YLGB,09,,,,27,,,,3608,,X,0
YLGC,11,,,,29,,,,3958,,Dirt,0
YLGD,01,,,,19,,,,1312,,G,0
YLGD,15,,,,33,,,,3280,,G,0
YLGL,15,,,,33,,,,3280,,G,0
YLGN,02,,,,20,,,,2296,,X,0
YLGN,11,,,,29,,,,3937,,X,0
YLGU,11,,,,29,,,,2811,,S,0
YLHI,10,,,,28,,,,2906,,B,0
YLHL,13,,,,31,,,,2296,,X,0
YLHR,12,-12.7837,143.301,125.0,30,-12.7915,143.312,305.0,4919,98,ASP,0
YLHS,16,,,,34,,,,4232,,N,0
YLIL,18,,,,36,,,,3280,,G,0
YLIM,12,,,,30,,,,3280,,L,0
YLIS,15,-28.8239,153.255,157.0,33,-28.8377,153.262,337.0,5404,98,ASP,0
YLKD,12,,,,30,,,,3215,,G,0
YLKN,11,,,,29,,,,2559,,X,0
YLKN,14,,,,32,,,,3015,,X,0
YLLA,04,,,,22,,,,3608,,S,0
YLLA,14,,,,32,,,,3937,,S,0
YLLC,13,,,,31,,,,3280,,N,0
YLLD,07,,,,25,,,,2296,,N,0
YLLE,03,-27.4119,141.804,39.6,21,-27.3994,141.815,219.6,5906,98,ASP,0
YLMB,11,,,,29,,,,3497,,G,0
YLMB,18,,,,36,,,,2513,,G,0
YLMQ,07,,,,25,,,,2204,,B,0
YLMU,06,,,,24,,,,3280,,G,0
YLND,16,,,,34,,,,3838,,G,0
YLNR,11,,,,29,,,,3280,,L,0
YLNR,18,,,,36,,,,2427,,L,0
YLOC,14,,,,32,,,,2952,,X,0
YLOD,13,,,,31,,,,1968,,G,0
YLOH,09,,,,27,,,,3494,,X,0
YLOK,08,,,,26,,,,3116,,X,0
YLOR,15,,,,33,,,,4504,,C,0
YLOU,07,,,,25,,,,3280,,N,0
YLOV,08,,,,26,,,,2854,,S,0
YLOX,08,,,,26,,,,3891,,X,0
YLOX,17,,,,35,,,,2801,,S,0
YLOY,09,,,,27,,,,2395,,G,0
YLRA,14,,,,32,,,,3526,,X,0
YLRD,04,-29.4551,147.981,48.0,22,-29.4507,147.986,228.0,2405,98,GVL,0
YLRD,10,-29.4506,147.97,110.0,28,-29.4548,147.984,290.0,4613,60,ASP,0
YLRE,04,-23.438,144.271,47.0,22,-23.426,144.284,227.0,6352,98,ASP,0
YLRE,09,-23.4376,144.27,93.0,27,-23.438,144.279,273.0,2953,59,GVL,0
YLRG,09,,,,27,,,,3608,,L,0
YLRG,16,,,,34,,,,3937,,L,0
YLRN,09,,,,27,,,,6561,,N,0
YLRS,11,,,,29,,,,3280,,G,0
YLSM,08,,,,26,,,,2296,,G,0
YLSM,15,,,,33,,,,2001,,G,0
YLST,10,-27.8427,120.695,100.0,28,-27.8456,120.713,280.0,5906,98,ASP,0
YLSY,05,,,,23,,,,2952,,S,0
YLSY,12,,,,30,,,,4921,,S,0
YLTN,07,-28.6168,122.421,70.0,25,-28.6111,122.438,250.0,5906,98,ASP,0
YLTN,16,-28.6064,122.423,157.0,34,-28.614,122.426,337.0,3015,98,GRE,0
YLTV,03,-38.2155,146.4651,45.0,21,-38.2065,146.4766,225.0,4692,75,ASP,0
YLTV,03L,-38.21,146.4701,,21R,-38.2066,146.4744,,1529,164,Turf/Grass,0
YLTV,09,-38.2051,146.4654,97.0,27,-38.2061,146.4758,277.0,3015,60,GVL,0
YLUC,09,,,,27,,,,3280,,N,0
YLUI,08,,,,26,,,,3280,,X,0
YLUL,02,,,,20,,,,4051,,N,0
YLUL,16,,,,34,,,,3740,,N,0
YLUW,16,,,,34,,,,3937,,X,0
YLVB,09,,,,27,,,,2132,,G,0
YLVB,18,,,,36,,,,2952,,N,0
YLVD,08,,,,26,,,,3280,,N,0
YLVD,17,,,,35,,,,3608,,N,0
YLVY,04,,,,22,,,,3280,,N,0
YLVY,15,,,,33,,,,3280,,N,0
YLWY,02,,,,20,,,,3280,,S,0
YLWY,13,,,,31,,,,3280,,S,0
YLYD,06,,,,24,,,,4166,,G,0
YLYK,18,,,,36,,,,1699,,G,0
YLYN,10,,,,28,,,,3969,,Dirt,0
YLYN,17,,,,35,,,,4148,,Dirt,0
YLZI,12,-14.67,145.4511,120.0,30,-14.6756,145.4569,300.0,3038,49,ASP,0
YMAA,15,,,,33,,,,1312,,N,0
YMAC,01,,,,19,,,,2952,,S,0
YMAC,08,,,,26,,,,3608,,S,0
YMAD,01,,,,19,,,,4593,,C,0
YMAD,09,,,,27,,,,3608,,C,0
YMAE,14,,,,32,,,,1722,,G,0
YMAG,09,,,,27,,,,2099,,S,0
YMAG,18,,,,36,,,,3280,,S,0
YMAI,10,,,,28,,,,4035,,X,0
YMAI,17,,,,35,,,,3280,,X,0
YMAK,18,,,,36,,,,3280,,N,0
YMAU,12,,,,30,,,,5249,,X,0
YMAV,18,-38.0272,144.4694,187.0,36,-38.0544,144.4648,7.0,10000,148,ASP,0
YMAY,07,-36.0681,146.949,81.0,25,-36.0654,146.97,261.0,6234,98,ASP,0
YMBA,10,-17.0674,145.4158,108.0,28,-17.0729,145.4321,288.0,4938,98,ASP,0
YMBD,01,,,,19,,,,3494,,X,0
YMBD,09,,,,27,,,,2985,,G,0
YMBL,09,,,,27,,,,4009,,X,0
YMBL,17,,,,35,,,,3454,,X,0
YMBT,14,,,,32,,,,4921,66,Bitumen,0
YMBU,06,-37.033,143.7088,68.0,24,-37.0304,143.7168,248.0,1908,100,GVL,0
YMBU,17,-37.0305,143.7069,174.0,35,-37.0398,143.7083,354.0,3414,100,PER,0
YMBX,09,,,,27,,,,3215,,G,0
YMBX,18,,,,36,,,,3116,,G,0
YMBZ,12,,,,30,,,,3937,,N,0
YMCE,11,,,,29,,,,1640,164,Dirt,0
YMCE,17,,,,36,,,,3937,197,Dirt,0
YMCK,18,,,,36,,,,3349,,N,0
YMCL,06,,,,24,,,,2919,,C,0
YMCO,07,,,,25,,,,2890,,X,0
YMCO,18,,,,36,,,,3372,,X,0
YMCR,18,,,,36,,,,4002,,X,0
YMCS,09,,,,27,,,,5577,,X,0
YMCT,08,-37.5835,140.3598,85.0,26,-37.582,140.374,265.0,3937,60,ASP,0
YMCU,09,,,,27,,,,5085,,X,0
YMDA,18,,,,36,,,,3116,,X,0
YMDB,01,,,,19,,,,3608,,C,0
YMDG,04,-32.5697,149.602,52.0,22,-32.5601,149.617,232.0,5705,98,ASP,0
YMDG,16,-32.5551,149.611,171.0,34,-32.5647,149.613,351.0,3527,98,GRS,0
YMDI,12,,,,30,,,,3444,,C,0
YMDK,13,,,,31,,,,3280,,S,0
YMDN,10,,,,28,,,,4166,,XSA,0
YMDN,18,,,,36,,,,3018,,XSA,0
YMDR,08,,,,26,,,,3280,,C,0
YMDS,12,,,,30,,,,3608,,N,0
YMDT,08,,,,26,,,,3937,,N,0
YMDT,17,,,,35,,,,3280,,N,0
YMDV,15,,,,33,,,,5905,,X,0
YMDW,10,,,,28,,,,3608,,X,0
YMDY,12,,,124.0,30,,,304.0,3970,59,PER,0
YMDZ,02,,,,20,,,,3280,,N,0
YMDZ,07,,,,25,,,,4921,,N,0
YMEB,02,,,,20,,,,4921,,C,0
YMED,01,,,,19,,,,4199,,X,0
YMED,15,,,,33,,,,3001,,X,0
YMEI,12,,,,30,,,,4921,,X,0
YMEK,09,-26.6091,118.535,85.0,27,-26.6074,118.557,265.0,7156,98,ASP,0
YMEK,15,-26.6094,118.549,139.0,33,-26.6166,118.556,319.0,3494,98,SAN,0
YMEL,04,,,,22,,,,2952,,X,0
YMEL,10,,,,28,,,,2952,,G,0
YMEN,08,-37.7314,144.8929,88.0,26,-37.7308,144.9147,268.0,6302,148,ASP,0
YMEN,17,-37.7204,144.9008,177.0,35,-37.7339,144.9014,357.0,4311,148,ASP,0
YMEO,10,,,,28,,,,2198,,G,0
YMEP,01,,,,19,,,,2624,,X,0
YMER,03,-36.9129,149.897,34.0,21,-36.9009,149.907,214.0,5256,98,ASP,0
YMES,04,-38.106,147.139,54.0,22,-38.0931,147.161,234.0,7995,148,ASP,0
YMES,09,-38.0957,147.128,99.0,27,-38.0988,147.153,279.0,7316,148,ASP,0
YMEU,09,,,,27,,,,3280,,N,0
YMEW,18,,,,36,,,,3937,,X,0
YMEY,01,,,,19,,,,2345,,N,0
YMEY,12,,,,30,,,,3444,,N,0
YMFD,15,,,,33,,,,2952,,G,0
YMGB,11,-12.0921,134.887,116.0,29,-12.0978,134.899,296.0,4626,60,PER,0
YMGD,14,-12.0526,134.233,148.6,32,-12.0644,134.24,328.6,5020,98,ASP,0
YMGG,03,,,,21,,,,2788,,X,0
YMGG,18,,,,36,,,,4855,,X,0
YMGI,01,,,19.4,19,,,199.4,1726,100,CLA,0
YMGI,12,,,128.4,30,,,308.4,4606,98,ASP,0
YMGN,05,,,,23,,,,3608,,X,0
YMGO,02,,,,20,,,,3280,,C,0
YMGO,09,,,,27,,,,1968,,C,0
YMGR,07,,,,25,,,,5006,,S,0
YMGS,15,,,,33,,,,3851,,X,0
YMGT,02,-33.9354,115.0984,19.0,20,-33.9257,115.1012,199.0,3619,49,ASP,0
YMGV,18,,,,36,,,,3280,,X,0
YMHB,12,-42.8282,147.501,135.0,30,-42.8456,147.5246,315.0,8947,148,ASP,0
YMHL,13,,,,31,,,,3937,,X,0
YMHO,05,,,56.0,23,,,236.0,3503,85,Dirt,0
YMHT,03,,,,21,,,,3280,,L,0
YMHU,06,-16.4487,136.0642,69.0,24,-16.4408,136.0861,249.0,4931,75,ASP,0
YMHW,09,,,,27,,,,3116,,C,0
YMIA,09,-34.2264,142.074,102.0,27,-34.2297,142.093,282.0,6004,148,ASP,0
YMIA,18,-34.2258,142.09,186.0,36,-34.2361,142.089,6.0,3737,98,ASP,0
YMIB,05,,,,23,,,,3937,,N,0
YMIG,06,,,,24,,,,3280,,X,0
YMIJ,06,,,,24,,,,3543,,X,0
YMIL,10,,,,28,,,,2952,,N,0
YMIL,16,,,,34,,,,3937,,N,0
YMIN,15,,,,33,,,,4560,,N,0
YMIP,06,,,,24,,,,4635,,X,0
YMIP,17,,,,35,,,,5157,,X,0
YMIR,06,-17.3286,141.8806,,24,-17.3268,141.8839,,1123,79,Dirt,0
YMIR,11,-17.3267,141.8811,,29,-17.3312,141.8909,,3306,236,Dirt,0
YMIS,09,,,,27,,,,3444,,N,0
YMIS,15,,,,33,,,,4593,,N,0
YMIT,11,-26.4836,147.9373,113.0,29,-26.4888,147.9505,293.0,4675,98,ASP,0
YMIV,04,,,,22,,,,3116,,N,0
YMIV,07,,,,25,,,,2460,,N,0
YMIX,09,,,,27,,,,3116,,S,0
YMIX,13,,,,31,,,,3444,,S,1
YMJE,07,,,,25,,,,4429,,C,0
YMJM,12,-34.2628,116.134,117.0,30,-34.2678,116.146,297.0,4016,50,ASP,0
YMKT,07,,,,25,,,,3116,,S,0
YMLA,16,,,,34,,,,3280,,S,0
YMLC,04,,,,28,,,,1312,,G,0
YMLD,18,,,,36,,,,3937,,X,0
YMLL,12,,,,30,,,,2460,,S,0
YMLN,01,,,,19,,,,3772,,C,0
YMLN,13,,,,31,,,,3772,,C,0
YMLR,12,,,,30,,,,2624,,S,0
YMLR,15,,,,33,,,,3608,,S,0
YMLS,04,,,,22,,,,5217,100,ASP,0
YMLT,14L,-41.5412,147.214,147.0,32R,-41.5466,147.219,327.0,2297,60,GRS,0
YMLT,14R,-41.5371,147.204,146.0,32L,-41.5521,147.217,326.0,6499,148,ASP,0
YMLT,18,-41.5393,147.218,196.0,36,-41.5453,147.215,16.0,2264,60,GRS,0
YMLX,04,,,,22,,,,3116,,C,0
YMLX,09,,,,27,,,,4265,,C,0
YMMB,04,-37.9795,145.0981,47.0,22,-37.9766,145.1021,227.0,1873,60,ASP,0
YMMB,13L,-37.9722,145.0979,142.0,31R,-37.9803,145.1059,322.0,3770,98,ASP,0
YMMB,13R,-37.9745,145.0971,142.0,31L,-37.9821,145.1046,322.0,3478,60,ASP,0
YMMB,17L,-37.9717,145.0993,176.0,35R,-37.9837,145.1004,356.0,4380,98,ASP,0
YMMB,17R,-37.972,145.0969,176.0,35L,-37.9831,145.0979,356.0,4069,60,ASP,0
YMMI,03,-28.7125,121.884,33.8,21,-28.6975,121.896,213.8,6562,98,ASP,0
YMML,09,-37.6608,144.822,94.0,27,-37.6623,144.848,274.0,7500,148,ASP,0
YMML,16,-37.6532,144.835,171.0,34,-37.6858,144.841,351.0,11998,197,ASP,0
YMMN,13,,,,31,,,,4265,,B,0
YMMT,01,,,,19,,,,3608,,B,0
YMMT,09,,,,27,,,,3576,,S,0
YMMU,11,-22.7983,148.699,113.0,29,-22.8039,148.713,293.0,5085,98,ASP,0
YMNA,16,,,,34,,,,3280,,N,0
YMNB,11,,,,29,,,,3608,,C,0
YMND,05,-32.7036,151.4887,62.0,23,-32.6975,151.4996,242.0,4022,49,ASP,0
YMND,08,-32.7011,151.4884,94.0,26,-32.7015,151.4992,274.0,3310,33,ASP,0
YMND,18,-32.6962,151.4932,,36,-32.7006,151.492,,1647,59,GRASS,0
YMNE,11,-27.2837,120.546,114.0,29,-27.2903,120.562,294.0,5896,98,ASP,0
YMNF,03,,,,21,,,,3280,,S,0
YMNF,09,,,,27,,,,2624,,S,0
YMNG,05,-36.8934,145.173,55.0,23,-36.8827,145.1914,235.0,6650,148,ASP,0
YMNG,18,-36.8828,145.19,189.0,36,-36.8957,145.1874,9.0,4793,98,ASP,0
YMNK,18,,,,36,,,,2690,,X,0
YMNN,13,,,,31,,,,3211,,N,0
YMNO,04,,,,22,,,,2952,,X,0
YMNP,01,,,,19,,,,2952,,C,0
YMNP,10,,,,28,,,,2460,,C,0
YMNS,11,,,,29,,,,4265,,N,0
YMNT,09,,,,27,,,,3608,,N,0
YMNW,07,,,,25,,,,1968,,L,0
YMNW,16,,,,34,,,,6233,,X,0
YMNX,01,,,,19,,,,3937,,L,0
YMNY,11,,,,29,,,,3608,,C,0
YMOE,01,,,,19,,,,3280,,C,0
YMOG,04,-28.1178,117.835,36.0,22,-28.1112,117.84,216.0,2953,98,PER,0
YMOG,16,-28.1077,117.837,161.0,34,-28.1227,117.8442,341.0,5906,98,PER,0
YMOM,04,,,,22,,,,3937,,N,0
YMOO,05,,,,23,,,,4724,,C,0
YMOO,14,,,,32,,,,2887,,C,0
YMOR,01,-29.5063,149.843,17.0,19,-29.4924,149.848,197.0,5292,98,ASP,0
YMOR,05,-29.5008,149.837,58.0,23,-29.4962,149.845,238.0,3205,60,GVL,0
YMOT,14,,,,32,,,,3937,,G,0
YMOU,16,,,,34,,,,5249,,X,0
YMPA,17,,,,35,,,,4475,,C,0
YMPC,04,-37.9364,144.746,49.0,22,-37.9296,144.756,229.0,3730,148,CON,0
YMPC,08,,,90.0,26,,,270.0,3497,148,GRS,0
YMPC,17,-37.9242,144.753,175.0,35,-37.9365,144.755,355.0,4508,148,CON,0
YMQA,12,,,,30,,,,2952,,N,0
YMRA,18,,,,36,,,,7217,,B,0
YMRB,16,-22.0513,148.075,171.0,34,-22.065,148.077,351.0,5000,98,ASP,0
YMRE,04,,,,22,,,,4422,52,ASP,0
YMRS,09,,,,27,,,,2624,,N,0
YMRT,09,,,,27,,,,4038,,C,0
YMRW,09,,,,27,,,,3034,,X,0
YMRW,14,,,,32,,,,5298,,X,0
YMRW,15,,,,33,,,,,,UNK,0
YMRY,04,-35.9038,150.14,57.0,22,-35.8996,150.148,237.0,2713,60,GVL,0
YMRY,18,-35.8888,150.148,192.0,36,-35.9023,150.145,12.0,4997,98,ASP,0
YMSF,12,,,,30,,,,3205,,C,0
YMSK,12,,,,30,,,,3280,,N,0
YMSP,04,,,,22,,,,3772,,N,0
YMSS,04,,,,22,,,,2296,,N,0
YMSS,13,,,,31,,,,3280,,N,0
YMST,05,-21.6265,117.0759,,23,-21.6208,117.0861,,4011,285,Dirt,0
YMST,11,-21.6209,117.0747,,29,-21.6265,117.0864,,4454,131,Dirt,0
YMTA,09,,,,27,,,,2296,,S,0
YMTA,18,,,,36,,,,3280,,S,0
YMTB,04,,,,22,,,,3608,,X,0
YMTC,06,,,,24,,,,3444,,N,0
YMTC,18,,,,36,,,,3937,,N,0
YMTG,06,,,,24,,,,2776,,ASP,0
YMTG,11,,,,29,,,,3025,,ASP,0
YMTG,18,,,,36,,,,5394,,ASP,0
YMTI,09,-16.6605,139.163,98.0,27,-16.6625,139.177,278.0,4987,98,PER,0
YMTI,12,-16.6567,139.162,135.0,30,-16.6619,139.167,315.0,2480,59,GVL,0
YMTO,16,-24.8865,151.1004,170.0,34,-24.898,151.1031,350.0,4301,100,ASP,0
YMTW,10,,,,28,,,,2296,,N,0
YMTW,15,,,,33,,,,3608,,N,0
YMTX,15,,,,33,,,,4921,,N,0
YMTZ,04,,,45.0,22,,,225.0,5125,45,Dirt,0
YMUA,02,,,,20,,,,3608,,G,0
YMUC,08,,,,26,,,,3608,,X,0
YMUE,08,,,,26,,,,3937,,X,0
YMUG,17,,,,35,,,,3444,,X,0
YMUK,12,,,,30,,,,3280,,C,0
YMUL,05,,,48.0,23,,,228.0,3750,59,ASP,0
YMUL,09,,,93.0,27,,,273.0,2930,59,GRE,0
YMUP,09,,,,27,,,,3280,,N,0
YMUR,18,,,,36,,,,2624,,G,0
YMUX,09,,,,27,,,,6271,115,Dirt,0
YMUX,18,,,,36,,,,3178,83,Dirt,0
YMVH,05,,,,23,,,,3280,,X,1
YMVM,07,,,,25,,,,1640,,N,0
YMVM,18,,,,36,,,,5249,,N,0
YMVN,04,,,,22,,,,5003,,G,0
YMVY,09,,,,27,,,,2624,,G,0
YMWA,05,,,,23,,,,4721,,X,0
YMWO,06,,,,24,,,,3280,,N,0
YMWO,15,,,,33,,,,3937,,N,0
YMWT,08,,,,26,,,,3280,,S,0
